@relation tweets

@attribute TweetText string
@attribute sentiment {negative,irrelevant,neutral,positive}

@data
'iScream u scream v all scream android IceCreamSandwich A job well done by google and a major game changer in the mobile OS space',positive
'People that do this This Is My Twitter and pound everything Needs to delete their Twitter',neutral
'NaniRicciHitch Mais oooh Je Joke comme on dit sur twitter On papote demain Bises',irrelevant
'me encanta sacarme dudas existenciales con respecto a la diferencia entre objetivamente y subjetivamente GRACIAS GOOGLE',irrelevant
'RT gattenist GoogleGoogleGalaxy Nexus androidjp samsung google galaxynexus',irrelevant
'A ChildsEye View Of Microsofts Kinect For Kids solutions Kasper',neutral
'Wow Great deals on refurbed iPad first gen models RT Apple offers great deals on refurbished stgen iPads Apple',positive
'Android Google Device Frame Generator Updated For Galaxy Nexus Your Screenshots Just Got Prettier DhilipSiva',positive
'nelsonfenc recupere el twitter para mi iPODzombi EpicWin de nuevo',irrelevant
'azeev apple umber Proper consolidation proper syncing stop losing my PURCHASED items checkboxes that do what you think they will do',negative
'Twitter Rpido contundente y directo razones para usarlo sammeta marketing sm',irrelevant
'if u couldnt tweet from your phone a lot of people wouldnt be on twitter broke fact',neutral
'Blaze I was referring to Google Icecreamsandwich It looks amazing What imo android was missing I',positive
'Microsofts Ballmer Were beating Google in the cloud',neutral
'Microsoft builds a functioning holodesk to interact with digital items',neutral
'Wie gut dass Google beim Nexus und Android den selben Fehler macht wie Microsoft Konzentration auf Spa nicht aufs Business',irrelevant
'RT shezyyee Sunaa karo merii jaan in se un se afsaane sab ajnabi hain yahaan kaun kis ko pehchane Kaifi Shair Twitter',irrelevant
'Sleep time twitter off',neutral
'Microsoft CEO on not Buying Lucky Microsoft',neutral
'Hmmmm a lot of Siri features dont work in Canada Location and directions Seriously apple come on',negative
'Do not check other site for Uhmw ConveyorNow you go best site of Uhmw Conveyor Pin Cable Apple',irrelevant
'apple Give Siri back',neutral
'XBLA in Brief Bejeweled bejeweled microsoft',irrelevant
'Do people loved Steve Check out this photo from Apple store',neutral
'yo apple this update is a disaster',negative
'twitter please forgive my last slew of tweets Im having a rough night but I pray youll forgive me tosleepigo',neutral
'will be at the London Microsoft Partner Business Briefing tomorrow see some of you there',neutral
'RT JoelCardozo Microsoft en el futuro Kinect y su tecnologa avanzada',irrelevant
'Installing the Ice Cream Sandwich SDK android google',neutral
'I just installed Twidroyd for Twitter on my Android Phone Its Free and you can mute users',neutral
'How do CMM BBC get massive hits Is Google work blogspot wp',neutral
'TIPP Kostenlose Google und FBLikes Free Google and FBLikes GooglePlus Google Facebook Likes',irrelevant
'Reading Android Ice Cream Sandwich Features Announced By Google HuffPost Oct google',neutral
'Welcome to twitter jackpot',neutral
'need facebook fans twitter followers and youtube views by nvida i need freelance job',neutral
'Also EricGreenspan dont forget Apple stop closing the app store after each bloody purchase',negative
'samsung google android',irrelevant
'RT cynblackstone Zeer enthousiaste reacties op bedrijfsbezoek aan Microsoft voor de interim secretaresse dank Kelly en Brigitte v',irrelevant
'Ok iTunesMusic idk wth is up but after syncing my phone my album art is out of order WTF Apple',negative
'Win an Apple iPod Touch from Mommygaga get the Pampers Hello World Baby Memories App PampersHelloApps',neutral
Google,irrelevant
'Apple will be rolling out iPhone S to more than more countries by the end of the month',neutral
'Microsoft releases developer preview of Project Roslyn compiler Microsoft beta',neutral
'So what twitter needs is a save tweet text function So I could st xyz to save the th most recent msg on twitter site to read later',neutral
'Just installed Windows Ultimate Service Pack with IE It looks like IE is trying to look like Chrome windows ie microsoft ie',neutral
'RT ishpconsult Der langsame Tod von SEO GoogleSuche fr eingeloggte User verschlsselt marketing search',irrelevant
'Boaa noite twitter',neutral
'Android Google Galaxy Nexus Press Release DhilipSiva',neutral
'AsiaClassifiedToday AdAsia A heavy dose for the creative minds A asia google ads',irrelevant
'BigBellyBigCuz RT FreeNuttball fuckyoumean Pittsburgh dont got the best twitter',neutral
'New Galaxy Nexus App Improvements Gmail offline search of last days nexus samsung google android bitlynEJbyE',positive
'Funny BillGates Aprons wGoogle ranked LTCartoon Got Microsoft humor foodie microsoft',neutral
'Dear twitter I have missed you Promise ill keep in touch more often',positive
'RT SamsungMobileCA Raise your hand if you now want an Android IceCreamSandwich powered GALAXYNexus phone Google Samsung',positive
'skype is ruining the friendship with your aggressive microsoft type selling If i need something ill ask Thank you',negative
'Microsoft chief admits lucky escape from buying Yahoo',neutral
'tenho que ir dormir mais o twitter naum deixa S',irrelevant
'BrandonSolano hahaha ve pues xD Ok bye de twitter ILTSM LL lt',irrelevant
'RT dalmaer WebGL infinite bookcase UI google',neutral
'Skype often crashing microsoft what are you doing',negative
'Con tanto estudio me olvide de twitter',irrelevant
'My twitter age is days hours minutes seconds Find out yours at twittertime',neutral
'So much garbage Twitter',negative
'One of the great entrepreneurs has died Steve Jobs has passed away Our hearts go out to his family and everyone at Apple',neutral
'Dear apple Why did all my PDFs and ePub files disappear from ibooks in my iPhone post ios upgrade This hurts GS needsomethingtoread',negative
'Este TWITTER se esta saturando mucho',irrelevant
'Ima Addicted To Twitter',neutral
'Panoramique implment o android google nexusprime lt jai envie du tel mnt',irrelevant
'My Twitter Diary is out Top stories today via socialwediatips',irrelevant
'When are they going to drop the charade and list Steve Ballmer as one of the producers of Hawaii FiveO productplacement microsoft ftl',neutral
'Ballmer also said that the company has a variety of different ways to respond to Hangouts the group Google',neutral
'apple So I went to the th Ave store and was told I could wait about hours to get a S Needless to say Im back at the hotel relaxing',negative
'Qu poco me gusta el botn Me Gusta web microsoft tecnologia web',irrelevant
'uff as con el twitter nada que hacer al respecto anoquesocilogo',irrelevant
'RT Kcyoungboss RT nineoh SIMPLY DA BEST ON TWITTER MY TWEEPS Kcyoungboss JenniferWarters TONYTECH Kozak lys TheLeg',irrelevant
'Eita q o povo do twitter foi todos dormir',irrelevant
'The Google guys are illustrating the perils of a live demonstration admirably GalaxyNexus ICS Android',negative
'New Galaxy Nexus App Improvements Inbuilt Panoramic Pictures nexus samsung google android bitlynEJbyE',positive
'Ways to Use Twitter for Business',neutral
'RT raZcacielo BillGates llamado a declarar por un antiguo caso de monopolio contra Microsoft',irrelevant
'Me estoy jeteando pero no puedo dejarte Twitter',irrelevant
'The Samsung Galaxy Nexus and Ice Cream Sandwich are sick android icecreamsandwich google',positive
'game microsoft gamer new experience halo microsoft insider halo hacks beta test team Halo Hacks',irrelevant
'Good summary of planned updates to Microsoft Cloud services in Q SharePoint Online Office CRM Azure',neutral
'RT twinkleGray Quit acting all hard Its only twitter',neutral
'android google',irrelevant
'Microsoft shows touch screen for any surface Nanotech The Circuits Blog CNET News via cnet',neutral
'Vertical Solutions is giving away a microsoft office pro pack at the solutions conference Stop by their booth for a chance to win',neutral
'Breakfast at Microsoft with PMs in SF',neutral
'Galaxy Nexus the first Ice Cream Sandwich phone coming to Verizon android google',neutral
'RT SomalyMam You follow me on twitter Like my Foundation on facebook Together we can stop humantrafficking',neutral
'lukerussell iWantAnAutomaticPromotion and well be running Microsoft before you know it',neutral
'New post Touch Everywhere microsoft research touch',neutral
'RT twandroid La prise de captures dcran est officialise google nexusprime',irrelevant
'Microsoft Community Blogs The Review The Clouds Impact on Business',neutral
'Why doesnt apple iCloud sync Stickies Theyve always been around just nothing every progressed w them Why apple why gruber',negative
'Wtf apple pages for the new terms conditions when u update ur apps from the iTunes store Do u really think well read em Really',negative
'Ok so my EX girlfriend hacked my TWITTER this should be funny',neutral
'RT esmandau BREAKING NEWS Samsung Filtra Accidentalmente la foto del Galaxy Nexus Android GalaxyNexus Google',irrelevant
'STARANDDRAMA JAMMERS BE KILLIN TWITTER FOLLOW US',neutral
'SusanFelicity Many people pay little attention to important issues I strongly believe social media like twitter is changing this',neutral
'Facebook vs Google Which SocialMedia Platform is the Best for You customerthink',neutral
'Samsung Galaxy Nexus vs Galaxy S II Nexus One and Nexus S macro handson Google NexusS',neutral
'Microsoft Steve Ballmer speaks at Web Summit in San Francisco Bing Android Google Apple Amazon',neutral
'Google Samsung Perfect Icecream sandwich GalaxyNexus',positive
'RT SaeldesN AndeersonF Nis Indicar eu ai no teu twitter Pra Galera Seguir Pode Ser',irrelevant
'Club CALUMO was FUN See the vidio CALUMO Blog Denali Microsoft SQLServer via calumo',neutral
's vejo DadynhaSantos dando RT em conversas no twitter',irrelevant
'natemarozzi thats what Twitter is for',neutral
'Win an Apple iPod Touch from Mommygaga get the Pampers Hello World Baby Memories App PampersHelloApps',neutral
'minutes after being at my iPhone post ios upgrade has lost of its charge and the apple store folks are out of ideas',negative
'Google officially announces Ice Cream Sandwich android google',neutral
'apple dette blir for dumt',irrelevant
'HANBELL SCREW COMPRESSORS MAINTENANCE MANUAL pdf ebook google',irrelevant
'Bah Genius BAR RT edatpost Apple fan Eric Holder spotted at the Genius Store',neutral
'AndeersonF Nis Indicar eu ai no teu twitter Pra Galera Seguir Pode Ser',irrelevant
'New Exam Questions are available techxams Microsoft',neutral
'PartyLiveFree TWITTER FOLLOWERS FACEBOOK LIKES YOUTUBE VIEWS EMAIL BLASTS ETC',irrelevant
'Android Google',irrelevant
'Why Google Has Uphill Battle Vs Facebook Sean Parker google',negative
'Calling All IceCreamSandwich Lovers Google Samsung Like in Hong Kong A new look at whats new from Android',neutral
'Is it JUST a coincidence that Apple named their virtual assistant after Tom and Katies robot daughter',neutral
'Termine am Oktober ADVA Nokia und Microsoft ffnen ihre Bcher',irrelevant
'goodbye Bump Google ICS',positive
'Pqp Icecream Sandwich t muito foda Hail google ICS android',irrelevant
