sentiment,TweetText
"irrelevant","Twitter Rpido contundente y directo razones para usarlo sammeta marketing sm"
"neutral","if u couldnt tweet from your phone a lot of people wouldnt be on twitter broke fact"
"positive","Blaze I was referring to Google Icecreamsandwich It looks amazing What imo android was missing I"
"neutral","Microsofts Ballmer Were beating Google in the cloud"
"neutral","Microsoft builds a functioning holodesk to interact with digital items"
"irrelevant","Wie gut dass Google beim Nexus und Android den selben Fehler macht wie Microsoft Konzentration auf Spa nicht aufs Business"
"irrelevant","RT shezyyee Sunaa karo merii jaan in se un se afsaane sab ajnabi hain yahaan kaun kis ko pehchane Kaifi Shair Twitter"
"neutral","Sleep time twitter off"
"neutral","Microsoft CEO on not Buying Lucky Microsoft"
"negative","Hmmmm a lot of Siri features dont work in Canada Location and directions Seriously apple come on"
"irrelevant","Do not check other site for Uhmw ConveyorNow you go best site of Uhmw Conveyor Pin Cable Apple"
"neutral","apple Give Siri back"
"irrelevant","XBLA in Brief Bejeweled bejeweled microsoft"
"neutral","Do people loved Steve Check out this photo from Apple store"
"negative","yo apple this update is a disaster"
"neutral","twitter please forgive my last slew of tweets Im having a rough night but I pray youll forgive me tosleepigo"
"neutral","will be at the London Microsoft Partner Business Briefing tomorrow see some of you there"
"irrelevant","RT JoelCardozo Microsoft en el futuro Kinect y su tecnologa avanzada"
"neutral","Installing the Ice Cream Sandwich SDK android google"
"neutral","I just installed Twidroyd for Twitter on my Android Phone Its Free and you can mute users"
"neutral","How do CMM BBC get massive hits Is Google work blogspot wp"
"irrelevant","TIPP Kostenlose Google und FBLikes Free Google and FBLikes GooglePlus Google Facebook Likes"
"neutral","Reading Android Ice Cream Sandwich Features Announced By Google HuffPost Oct google"
"neutral","Welcome to twitter jackpot"
"neutral","need facebook fans twitter followers and youtube views by nvida i need freelance job"
"negative","Also EricGreenspan dont forget Apple stop closing the app store after each bloody purchase"
"irrelevant","samsung google android"
"irrelevant","RT cynblackstone Zeer enthousiaste reacties op bedrijfsbezoek aan Microsoft voor de interim secretaresse dank Kelly en Brigitte v"
"negative","Ok iTunesMusic idk wth is up but after syncing my phone my album art is out of order WTF Apple"
"neutral","Win an Apple iPod Touch from Mommygaga get the Pampers Hello World Baby Memories App PampersHelloApps"
"irrelevant","Google"
"neutral","Apple will be rolling out iPhone S to more than more countries by the end of the month"
"neutral","Microsoft releases developer preview of Project Roslyn compiler Microsoft beta"
"neutral","So what twitter needs is a save tweet text function So I could st xyz to save the th most recent msg on twitter site to read later"
"neutral","Just installed Windows Ultimate Service Pack with IE It looks like IE is trying to look like Chrome windows ie microsoft ie"
"irrelevant","RT ishpconsult Der langsame Tod von SEO GoogleSuche fr eingeloggte User verschlsselt marketing search"
"neutral","Boaa noite twitter"
"neutral","Android Google Galaxy Nexus Press Release DhilipSiva"
"irrelevant","AsiaClassifiedToday AdAsia A heavy dose for the creative minds A asia google ads"
"neutral","BigBellyBigCuz RT FreeNuttball fuckyoumean Pittsburgh dont got the best twitter"
"positive","New Galaxy Nexus App Improvements Gmail offline search of last days nexus samsung google android bitlynEJbyE"
"neutral","Funny BillGates Aprons wGoogle ranked LTCartoon Got Microsoft humor foodie microsoft"
"positive","Dear twitter I have missed you Promise ill keep in touch more often"
"positive","RT SamsungMobileCA Raise your hand if you now want an Android IceCreamSandwich powered GALAXYNexus phone Google Samsung"
"negative","skype is ruining the friendship with your aggressive microsoft type selling If i need something ill ask Thank you"
"neutral","Microsoft chief admits lucky escape from buying Yahoo"
"irrelevant","tenho que ir dormir mais o twitter naum deixa S"
"irrelevant","BrandonSolano hahaha ve pues xD Ok bye de twitter ILTSM LL lt"
"neutral","RT dalmaer WebGL infinite bookcase UI google"
"negative","Skype often crashing microsoft what are you doing"
"irrelevant","Con tanto estudio me olvide de twitter"
"neutral","My twitter age is days hours minutes seconds Find out yours at twittertime"
"negative","So much garbage Twitter"
"neutral","One of the great entrepreneurs has died Steve Jobs has passed away Our hearts go out to his family and everyone at Apple"
"negative","Dear apple Why did all my PDFs and ePub files disappear from ibooks in my iPhone post ios upgrade This hurts GS needsomethingtoread"
"irrelevant","Este TWITTER se esta saturando mucho"
"neutral","Ima Addicted To Twitter"
"irrelevant","Panoramique implment o android google nexusprime lt jai envie du tel mnt"
"irrelevant","My Twitter Diary is out Top stories today via socialwediatips"
"neutral","When are they going to drop the charade and list Steve Ballmer as one of the producers of Hawaii FiveO productplacement microsoft ftl"
"neutral","Ballmer also said that the company has a variety of different ways to respond to Hangouts the group Google"
"negative","apple So I went to the th Ave store and was told I could wait about hours to get a S Needless to say Im back at the hotel relaxing"
"irrelevant","Qu poco me gusta el botn Me Gusta web microsoft tecnologia web"
"irrelevant","uff as con el twitter nada que hacer al respecto anoquesocilogo"
"irrelevant","RT Kcyoungboss RT nineoh SIMPLY DA BEST ON TWITTER MY TWEEPS Kcyoungboss JenniferWarters TONYTECH Kozak lys TheLeg"
"irrelevant","Eita q o povo do twitter foi todos dormir"
"negative","The Google guys are illustrating the perils of a live demonstration admirably GalaxyNexus ICS Android"
"positive","New Galaxy Nexus App Improvements Inbuilt Panoramic Pictures nexus samsung google android bitlynEJbyE"
"neutral","Ways to Use Twitter for Business"
"irrelevant","RT raZcacielo BillGates llamado a declarar por un antiguo caso de monopolio contra Microsoft"
"irrelevant","Me estoy jeteando pero no puedo dejarte Twitter"
"positive","The Samsung Galaxy Nexus and Ice Cream Sandwich are sick android icecreamsandwich google"
"irrelevant","game microsoft gamer new experience halo microsoft insider halo hacks beta test team Halo Hacks"
"neutral","Good summary of planned updates to Microsoft Cloud services in Q SharePoint Online Office CRM Azure"
"neutral","RT twinkleGray Quit acting all hard Its only twitter"
"irrelevant","android google"
"neutral","Microsoft shows touch screen for any surface Nanotech The Circuits Blog CNET News via cnet"
"neutral","Vertical Solutions is giving away a microsoft office pro pack at the solutions conference Stop by their booth for a chance to win"
"neutral","Breakfast at Microsoft with PMs in SF"
"neutral","Galaxy Nexus the first Ice Cream Sandwich phone coming to Verizon android google"
"neutral","RT SomalyMam You follow me on twitter Like my Foundation on facebook Together we can stop humantrafficking"
"neutral","lukerussell iWantAnAutomaticPromotion and well be running Microsoft before you know it"
"neutral","New post Touch Everywhere microsoft research touch"
"irrelevant","RT twandroid La prise de captures dcran est officialise google nexusprime"
"neutral","Microsoft Community Blogs The Review The Clouds Impact on Business"
"negative","Why doesnt apple iCloud sync Stickies Theyve always been around just nothing every progressed w them Why apple why gruber"
"negative","Wtf apple pages for the new terms conditions when u update ur apps from the iTunes store Do u really think well read em Really"
"neutral","Ok so my EX girlfriend hacked my TWITTER this should be funny"
"irrelevant","RT esmandau BREAKING NEWS Samsung Filtra Accidentalmente la foto del Galaxy Nexus Android GalaxyNexus Google"
"neutral","STARANDDRAMA JAMMERS BE KILLIN TWITTER FOLLOW US"
"neutral","SusanFelicity Many people pay little attention to important issues I strongly believe social media like twitter is changing this"
"neutral","Facebook vs Google Which SocialMedia Platform is the Best for You customerthink"
"neutral","Samsung Galaxy Nexus vs Galaxy S II Nexus One and Nexus S macro handson Google NexusS"
"neutral","Microsoft Steve Ballmer speaks at Web Summit in San Francisco Bing Android Google Apple Amazon"
"positive","Google Samsung Perfect Icecream sandwich GalaxyNexus"
"irrelevant","RT SaeldesN AndeersonF Nis Indicar eu ai no teu twitter Pra Galera Seguir Pode Ser"
"neutral","Club CALUMO was FUN See the vidio CALUMO Blog Denali Microsoft SQLServer via calumo"
"irrelevant","s vejo DadynhaSantos dando RT em conversas no twitter"
"neutral","natemarozzi thats what Twitter is for"
"neutral","Win an Apple iPod Touch from Mommygaga get the Pampers Hello World Baby Memories App PampersHelloApps"
"negative","minutes after being at my iPhone post ios upgrade has lost of its charge and the apple store folks are out of ideas"
"neutral","Google officially announces Ice Cream Sandwich android google"
"irrelevant","apple dette blir for dumt"
"irrelevant","HANBELL SCREW COMPRESSORS MAINTENANCE MANUAL pdf ebook google"
"neutral","Bah Genius BAR RT edatpost Apple fan Eric Holder spotted at the Genius Store"
"irrelevant","AndeersonF Nis Indicar eu ai no teu twitter Pra Galera Seguir Pode Ser"
"neutral","New Exam Questions are available techxams Microsoft"
"irrelevant","PartyLiveFree TWITTER FOLLOWERS FACEBOOK LIKES YOUTUBE VIEWS EMAIL BLASTS ETC"
"irrelevant","Android Google"
"negative","Why Google Has Uphill Battle Vs Facebook Sean Parker google"
"neutral","Calling All IceCreamSandwich Lovers Google Samsung Like in Hong Kong A new look at whats new from Android"
"neutral","Is it JUST a coincidence that Apple named their virtual assistant after Tom and Katies robot daughter"
"irrelevant","Termine am Oktober ADVA Nokia und Microsoft ffnen ihre Bcher"
"positive","goodbye Bump Google ICS"
"irrelevant","Pqp Icecream Sandwich t muito foda Hail google ICS android"
"neutral","its in the curve baby google nexus android samsung"
"negative","Dear apple please send me my Mac Book back surely the repair is done by now Thanks"
"negative","I really hate dealing with the brain dead people at the apple store For such good products customer service sucks"
"irrelevant","Ho come limpressione che la recente evoluzione di facebook abbia creato un ulteriore solco con google la vittoria finale"
"positive","millions in a weekend iPhoneS per second This is madness no this is Apple"
"positive","applegood ipad"
"irrelevant","O android Ice Cream Sandwich agenda de contato esta parecendo o windows phone google android"
"irrelevant","Ella dice que yo soy su Nio del Twitter"
"neutral","IHS iPhone S shows key design and component changes apple apple iphomeS ios"
"irrelevant","brown vibro gnu gome google hadopi health"
"positive","I must admit apple has made me a very happy camper I have text tones now Lol Ring tone MakeMeProud Drakes vers Text tone Nickis"
"neutral","apple and nintendo need to partner up for the app store"
